countries,P(N|X),P(N)
CAN,0.2830189,0.1036717
GBR,0.0754717,0.112311
SWE,0.2264151,0.1101512
ITA,0,0.01943845
FRA,0,0.03023758
SUI,0.1698113,0.09287257
RUS,0,0.04967603
GER,0,0.08639309
CHN,0,0.03671706
USA,0,0.1015119
NZL,0,0.01079914
DEN,0.09433962,0.07775378
NOR,0.0754717,0.07559396
KOR,0,0.01079914
FIN,0.0754717,0.01943845
JPN,0,0.06263499
